Unique_ID,Arm.Name,Randomized,KM_Curves,Rand_Group,N_Patient,OS,OS_Comp,OS_pval,OS_events,OS_KM,OS_Note,TTP,TTP_Comp,TTP_pval,TTP_KM,TTP_events,TTP_Note,PFS,PFS_Comp,PFS_pval,PFS_KM,PFS_events,PFS_Note
HORI0901_T2,Method B,Yes,Yes,,45,24.9,,,,HORI0901_OS_B.xml,,10.1,,,HORI0901_TTP_B.xml,,,,,,,,
HORTO0289_T1,Doxorubicin infusion,Yes,,,21,10,,,,,,,,,,,,,,,,,
HORTO0289_T2,Epirubicin infusion,Yes,,,27,9,,,,,,,,,,,,,,,,,
HORTO0289_T3,Epirubicin bolus,Yes,,,23,7,,,,,,,,,,,,,,,,,
HORTO1116_T1,Ribociclib Group,Yes,,,334,,"HR 0.746 [0.517, 1.078] p=0.059",,,,,,,,,,,,,,HORTO1116_PFS_R.xml,,
HORTO1116_T2,Placebo Group,Yes,,,334,,,,,,,,,,,,,14.7,,,HORTO1116_PFS_P.xml,,
HOWEL0504_T1,Fulvestrant,Yes,,,313,36.9,"HR 1.29 [1.01, 1.64] p=0.04",,,,,6.8,,,HOWEL0504_TTP_T.xml,,,,,,HOWEL0504_PFS_T.xml,,
HOWEL0504_T2,Tamoxifen,Yes,,,274,38.7,,,,,,8.3,,,HOWEL0504_TTP_F.xml,,,,,,HOWEL0504_PFS_F.xml,,
HOWEL0802_T1,Fulvestrant 250 mg,Yes,,,222,26.4,"HR 0.98 [0.84, 1.15] p=0.809",,,,Survival data from HOWEL0705; HR combined with another large study -- this explains why the confidence interval is smaller than would be expected given the number of patients in this study,5.5,,,HOWEL0802_TTP_F.xml,,,,,,HOWEL0802_PFS_F.xml,,
HOWEL0802_T2,Anastrozole,Yes,,,229,24.2,,,,,Survival data from HOWEL0705; HR combined with another large study -- this explains why the confidence interval is smaller than would be expected given the number of patients in this study,5.1,,,HOWEL0802_TTP_A.xml,,,,,,HOWEL0802_PFS_A.xml,,
HU0415_T1,Paclitaxel plus gemcitabine,Yes,,,118,18.3,,,,,,,,,,,,6.47,,,,,
HU0415_T2,Cisplatin plus gemcitabine,Yes,,,118,22.4,"HR 0.902 [0.605, 1.344] p=0.611",,,,,,,,,,,7.73,,,,,
HULTB0596_T1,MPA,Yes,,,100,21.4,,,,,,,,,,,,,,,,,
HULTB0596_T2,AG,Yes,,,100,21.4,,,,,,,,,,,,,,,,,
HUOBE0212_T1,Arm A: HER2+ (Let alone),Yes,,A,31,,,,,,,3.3,,,HUOBE0212_TTP_A.xml,,,,,,,,
HUOBE0212_T2,Arm B: HER2+ (Let + Tra),Yes,,A,26,,,,,,,14.1,,,HUOBE0212_TTP_B.xml,,,,,,,,
HURVI0313_T1,HT,Yes,,,70,,,,,,,,,,,,,9.2,,,HURVI0313_PFS_H.xml,,
HURVI0313_T2,T-DM1,Yes,,,67,,,,,,,,,,,,,14.2,,,HURVI0313_PFS_T.xml,,
HURVI0715_T1,Everolimus + trastuzumab + paclitaxel,Yes,,,480,48.6,"HR 1.13 [0.90, 1.42]",,,,Survival data from YARDL0217,,,,,,,14.95,,,,,
HURVI0715_T2,Placebo + trastuzumab + paclitaxel,Yes,,,239,50,,,,,Survival data from YARDL0217,,,,,,,14.49,,,,,
HYAMS1013_T1,Cediranib 45 mg/day + fulvestrant LD,Yes,,,31,,,,,,,,,,,,,7.43,,,,,
HYAMS1013_T2,Placebo + fulvestrant,Yes,,,31,,,,,,,,,,,,,3.73,,,,,
IBRAH1111_T1,AS1402 + Letrozole,Yes,,,56,,,,,IBRAH1111_AS14_OS.xml,,,,,,,,,,,,,
IBRAH1111_T2,Letrozole only,Yes,,,54,,,,,IBRAH1111_letro_OS.xml,,,,,,,,,,,,,
ICLI0205_T1,EoP,Yes,Yes,,96,14,,0.039,81.16,ICLI0205_OS_EOP.xml,164/184 died,5.5,,,ICLI0205_TTP_EOP.xml,,,,,,,,
ICLI0205_T2,Paclitaxel,Yes,Yes,,97,9.5,,,83.84,ICLI0205_OS_PAC.xml,,3.9,,,ICLI0205_TTP_PAC.xml,,,,,,,,
INAJI0912_T1,40 mg,Yes,,,33,,,,,,,4.6,,,INAJI0912_TTP_40.xml,,,,,,,,
INAJI0912_T2,80 mg,Yes,,,32,,,,,,,3.7,,,INAJI0912_TTP_80.xml,,,,,,,,
INAJI0912_T3,120 mg,Yes,,,32,,,,,,,3.6,,,INAJI0912_TTP_120.xml,,,,,,,,
INGLE0181_T1,DES,Yes,,,74,,,0.28,20,INGLE0181_OS_TAX.xml,,,,,,,,,,,,,
INGLE0181_T2,Tamoxifen,Yes,,,69,,,,25,INGLE0181_OS_MEG.xml,,,,,,,,,,,,,
INGLE0282_T1,Megestrol Acetate,Yes,,,28,17.33,,0.16,17,INGLE0282_OS_MEG.xml,,,,,,,,,,,,,
INGLE0282_T2,Tamoxifen,Yes,,,27,13.27,,,20,INGLE0282_OS_TAM.xml,,,,,,,,,,,,,
INGLE0399_T1,TAM,Yes,Yes,,68,,"HR 0.98 [0.62, 1.55] p=0.92",,,INGLE0399_OS_TAM.xml,,,,,,,,14.2,,,INGLE0399_PFS_TAM.xml,,
INGLE0399_T2,TAM plus OCT,Yes,Yes,,67,,,,,INGLE0399_os_OCT.xml,,,,,,,,10.3,,,INGLE0399_PFS_OCT.xml,,
INGLE0485_T1,Doxorubicin,Yes,,,74,7.73,,0.87,73,INGLE0485_OS_DOX.xml,,3.73,,,,,,,,,,,
INGLE0485_T2,Doxorubicin + Mitolactol,Yes,,,77,7.5,,,74,INGLE0485_OS_Mi.xml,,3.23,,,,,,,,,,,
INGLE0588_T1,TAM,Yes,Yes,,119,30.1,,,,INGLE0588_OS_TAM.xml,,6.5,,,INGLE0588_TTP_TAM.xml,,,,,,,,
INGLE0588_T2,TAM Plus FLU,Yes,Yes,,118,32.2,"HR 1.04 [0.75, 1.44]",,,INGLE0588_OS_FLU.xml,Converted from 90% CI to 95% CI,11.6,,,INGLE0588_TTP_FLU.xml,,,,,,,,
INGLE0686_T1,TAM,Yes,,,49,21.9,,,34,INGLE0686_OS_TAM.xml,,7.2,,,,,,,,,,,
INGLE0686_T2,TAM + AG + HC,Yes,,,48,27.6,,0.36,33,INGLE0686_OS_AG.xml,,7.6,,,,,,,,,,,
INGLE0791_T1,TAM,Yes,Yes,,159,35,,,,INGLE0791_OS_TAM.xml,,11,,,INGLE0791_TTP_TAM.xml,,,,,,,,
INGLE0791_T2,TAM + PRDLN,Yes,Yes,,161,32,"HR 1.15 [0.83, 1.60]",,,INGLE0791_OS_TP.xml,,10,,,INGLE0791_TTP_TP.xml,,,,,,,,
INGLE0797_T1,Letrozole 0.5 mg/day,Yes,Yes,,46,20.4,,,18,INGLE0797_OS_5.xml,,3.23,,,,,,,,,INGLE0797_PFS_5.xml,,
INGLE0797_T2,Letrozole 2.5 mg/day,Yes,Yes,,45,20.4,,,16,INGLE0797_OS_25.xml,,5.13,,,,,,,,,INGLE0797_PFS_25.xml,,
INGLE1179_T1,Adriamycin,Yes,,,18,7.5,,,,,,2.8,,,,,,,,,,,
INGLE1179_T2,Rubidazone,Yes,,,18,8.5,,0.746,,,,1.9,,,,,,,,,,,
INGLE1289_T1,D,Yes,,,95,8.4,,,,INGLE1289_OS_DVM.xml,,2.7,,,,,,,,,,,
INGLE1289_T2,DVM,Yes,,,90,9.2,"HR 0.84 [0.62, 1.13]",,,INGLE1289_H+D_OS.xml,,4.2,,,,,,,,,,,
INOUE0110_T1,H + D,Yes,Yes,,53,,,,,INOUE0110_OS_H.xml,,,,,,,,14.6,,,INOUE0110_PFS_HD.xml,,
INOUE0110_T2,H -> H + D,Yes,Yes,,54,,"HR 2.72 [1.03, 7.18] p=0.04",,,INOUE0110_S_D.xml,,,,,,,,3.7,,,INOUE0110_PFS_H.xml,,
INOUE0884_T1,ACF,Yes,,,28,20.8,,,,INOUE0884_OS_ACF.xml,,,,,,,,,,,,,
INOUE0884_T2,ACFM,Yes,,,30,13,,,,INOUE0884_OS_ACFM.xml,,,,,,,,,,,,,
IRWIN0880_T1,Combination,Yes,,,45,16.8,,,,,,,,,,,,,,,,,
IRWIN0880_T2,Fixed-rotation,Yes,,,45,18.4,,,,,,,,,,,,,,,,,
ITALI0688_T1,FEC,Yes,,,222,19.7,,,,ITALI0688_OS_FEC.xml,,9.1,,,,,,,,,,,
ITALI0688_T2,FAC,Yes,,,221,20.43,,0.75,,ITALI0688_FAC_OS.xml,,10.47,,,,,,,,,,,
IWATA0613_T1,Exemestane,Yes,,,149,,"HR 1.062 [0.733, 1.539]",,,,,13.8,,,,,,,,,,,
IWATA0613_T2,Anastrozole,Yes,,,149,60.1,,,,,,11.1,,,,,,,,,,,
IZUO1285_T1,MPA,Yes,,,47,,,,,,,,,,,,,,,,,,
IZUO1285_T2,MS,Yes,,,40,,,,,,,,,,,,,,,,,,
JAIN0216_T1,PICN 260 mg/m2,Yes,,,64,,,,,,,,,,,,,5.37,,,JAIN0216_PFS_260.xml,,
JAIN0216_T2,PICN 295 mg/m2,Yes,,,58,,,,,,,,,,,,,8.17,,,JAIN0216_PFS_295.xml,,
JAIN0216_T3,nab-paclitaxel 260 mg/m2,Yes,,,58,,,,,,,,,,,,,7.93,,,,,
JAIN0685_T1,Epirubicin,Yes,,,25,,,,,,,3.9,,,,,,,,,,,
JAIN0685_T2,Doxorubicin,Yes,,,28,,,,,,,5.1,,,,,,,,,,,
JAKOB0986_T1,Regimen A,Yes,Yes,,52,6,,,,JAKOB0986_OS_prednisone.xml,,3,,,JAKOB0986_TTP_A.xml,,,,,,,,
JAKOB0986_T2,Regimen B,Yes,Yes,,48,8.5,,,,JAKOB0986_OS_MPApo.xml,,4,,,JAKOB0986_TTP_B.xml,,,,,,,,
JAKOB0986_T3,Regimen C,Yes,Yes,,52,10,,,,JAKOB0986_OS_MPAim.xml,,5,,,JAKOB0986_TTP_C.xml,,,,,,,,
JANNI0214_T1,"Lapatinib 1,250 mg QD plus vinorelbine 20 mg/m2",Yes,,,75,23.3,,,,,,,,,,,,6.2,,,,,
JANNI0214_T2,"Lapatinib 1,250 mg QD plus capecitabine 2,000 mg/m2",Yes,,,27,20.3,"HR 1.02 [0.50, 2.06]",,,,,,,,,,,6.2,,,,,
JAPAN0278_T1,Mepitiostane,Yes,,,50,,,,,,,,,,,,,,,,,,
JAPAN0278_T2,Fluoxymesterone,Yes,,,48,,,,,,,,,,,,,,,,,,
JASSL0301_T1,AT,Yes,Yes,,128,23.3,,,,JASSL0301_OS_AT.xml,,8.3,,,JASSL0301_TTP_AT.xml,,,,,,,,
JASSL0301_T2,FAC,Yes,Yes,,131,18.3,"HR 1.46 [1.08, 1.97]",,,JASSL0301_FAC_OS.xml,,6.2,,,JASSL0301_TTP_FAC.xml,,,,,,,,
JODRE0591_T1,CMF,Yes,Yes,,60,12,,,,JODRE0591_OS_CMF.xml,,5,,,,,,,,,JODRE0591_PFS_CMF.xml,,
JODRE0591_T2,MMM,Yes,Yes,,60,16,,,,JODRE0591_OS_MMM.xml,,6,,,,,,,,,JODRE0591_PFS_MMM.xml,,
JOENS0510_T1,Docetaxel,Yes,,,115,28,,,,JOENS0510_OS_DOC.xml,,11.7,,,,,,,,,,,
JOENS0510_T2,Docetaxel alternating with gemcitabine,Yes,,,122,27,"HR 1.11 [0.75, 1.64] p=0.60",,,JOENS0510_ALT_OS.xml,,11.3,,,,,,,,,,,
JOHNS0404_T1,Idoxifene,Yes,,,30,18.6,,,,,,2.6,,,,,,,,,,,
JOHNS0404_T2,Tamoxifen,Yes,,,26,21.3,,,,,,2.8,,,,,,,,,,,
JOHNS0708_T1,Placebo + letrozole,Yes,,,40,,,,,JOHNS0708_OS_PLA.xml,,10.8,,,,,,,,,,,
JOHNS0708_T2,Tipifarnib + letrozole,Yes,,,81,27.6,,,,JOHNS0708_TIP_OS.xml,,5.6,,,,,,,,,,,
JOHNS0913_T1,Fulvestrant plus anastrozole,Yes,,,243,20.2,"HR 0.95 [0.76, 1.17] p=0.61",,,,,,,,,,,4.4,,,,,
JOHNS0913_T2,Fulvestrant plus placebo,Yes,,,231,19.4,"HR 1.05 [0.84, 1.29] p=0.68",,,,,,,,,,,4.8,,,,,
JOHNS0913_T3,Exemestane,Yes,,,249,21.6,,,,,,,,,,,,3.4,,,,,
JOHNS1109_T1,Letrozole + Placebo,Yes,Yes,,644,,,,,JOHNS1109_OS_Let.xml,,,,,,,,10.8,,,JOHNS1109_PFS_LP.xml,,
JOHNS1109_T2,Letrozole + Lapatinib,Yes,Yes,,642,,"HR 0.74 [0.5, 1.1] p=0.113",,,JOHNS1109_lap_OS.xml,,,,,,,,11.9,,,JOHNS1109_PFS_LL.xml,,
JONAT0295_T1,Goserelin alone,Yes,,,159,29.63,,,99,JONAT0295_OS_Z.xml,,5.37,,,,,,,,,,,
JONAT0295_T2,Goserelin plus tamoxifen,Yes,,,159,32.67,,,99,JONAT0295_OS_ZN.xml,,6.53,,,,,,,,,,,
JONAT0396_T1,Anastrozole 1 mg/day,Yes,,,135,,,,21,,,4.4,,,JONAT0396_TTP_1mg.xml,,,,,,,,
JONAT0396_T2,Anastrozole 10 mg/day,Yes,,,118,14.8,,,22,,,5.2,,,JONAT0396_TTP_10mg.xml,,,,,,,,
JONAT0396_T3,Megestrol acetate 40 mg four times daily,Yes,,,125,,,,28,,,4,,,JONAT0396_TTP_MGA.xml,,,,,,,,
JONAT1013_T1,Lonaprisan 25 mg/day,Yes,,,34,,,,,,,,,,,,,,,,,,
JONAT1013_T2,Lonaprisan 100 mg/day,Yes,,,34,,,,,,,,,,,,,,,,,,
JONES0805_T1,Docetaxel,Yes,Yes,,222,15.4,,,,JONES0805_DOC_OS.xml,,5.7,,,JONES0805_DOC_TTP.xml,,,,,,,,
JONES0805_T2,Paclitaxel,Yes,Yes,,222,12.7,"HR 1.41 [1.15, 1.73] p=0.03",,,JONES0805_PAC_OS.xml,,3.6,,,JONES0805_PAC_TTP.xml,,,,,,,,
JONES1095_T1,NVB,Yes,,,115,8.17,,0.034,,JONES1095_OS_NVB.xml,Cox PH model p-value,,,,,,,,,,,,
JONES1095_T2,ALK,Yes,,,64,7.23,,,,JONES1095_ALK_OS.xml,,,,,,,,,,,,,
KATSU0709_T1,AC,Yes,,,146,22.6,,,125,KATSU0709_OS_AC.xml,,,,,,,,6.6,,,,,
KATSU0709_T2,D,Yes,,,147,25.7,,0.18,117,KATSU0709_D_OS.xml,Convert from 1-sided to 2-sided p-values,,,,,,,7,,,,,
KATSU0709_T3,AC-D,Yes,,,146,25,,0.16,120,KATSU0709_AC-D_OS.xml,Convert from 1-sided to 2-sided p-values,,,,,,,7.1,,,,,
KAUFM0215_T1,Eribulin,Yes,,,554,15.9,"HR 0.88 [0.77, 1.00] p=0.056",,,,,,,,,,,4.1,,,,,
KAUFM0215_T2,Capecitabine,Yes,,,548,14.5,,,,,,,,,,,,4.2,,,,,
KAUFM0400_T1,EXE,Yes,Yes,,366,,,0.039,100,KAUFM0400_OS_EXE.xml,,4.74,,,KAUFM0400_TTP_EXE.xml,,,,,,,,
KAUFM0400_T2,MA,Yes,Yes,,403,28.79,,,130,KAUFM0400_MA_OS.xml,,3.87,,,KAUFM0400_TTP_MA.xml,,,,,,,,
KAUFM1109_T1,Trastuzumab + Anastrozole,Yes,Yes,,103,28.5,,0.325,58,KAUFM1109_OS_TRA.xml,,4.8,,,KAUFM1109_TTP_TA.xml,,,4.8,,,KAUFM1109_PFS_TA.xml,,
KAUFM1109_T2,Anastrozole Alone,Yes,Yes,,104,23.9,,,64,KAUFM1109_ANA_OS.xml,,2.4,,,KAUFM1109_TTP_A.xml,,,2.4,,,KAUFM1109_PFS_A.xml,,
KELLE1004_T1,PLD,Yes,,,150,11,"HR 1.05 [0.82, 1.33] p=0.71",,,,,,,,,,,2.9,,,KELLE1004_PFS_PLD.xml,,
KELLE1004_T2,Control,Yes,,,151,9,,,,,,,,,,,,2.5,,,KELLE1004_PFS_CON.xml,,
KELLO1187_T1,TAM,Yes,,,67,,,,,KELLO1187_OS_TAM.xml,Survival only from day of diagnosis and day of metastasis,,,,,,,,,,,,
KELLO1187_T2,NAN,Yes,,,60,,,,,KELLO1187_NAN_OS.xml,Survival only from day of diagnosis and day of metastasis,,,,,,,,,,,,
KENNE0175_T1,DES,Yes,,,21,25,,,,,,,,,,,,,,,,,
KENNE0268_T1,Methenolone Enanthate,Yes,,,27,,,,,,,,,,,,,,,,,,
KENNE0268_T2,Testosterone propionate,Yes,,,13,,,,,,,6,,,,,,,,,,,
KHOO0806_T1,GP1,Yes,,,72,,,,,,,7.5,,,KHOO0806_TTP_GP1.xml,,,,,,,,
KHOO0806_T2,GP2,Yes,,,68,,,,,,,7,,,KHOO0806_TTP_GP2.xml,,,,,,,,
KHOO0806_T3,GD,Yes,,,68,,,,,KHOO0806_OS_GP.xml,,7.4,,,,,,,,,,,
KIANG1185_T1,"ER+, Regimen A",Yes,,A,19,29,,,17,KIANG1185_OS_+E.xml,Estrogen,,,,,,,,,,,,
KIANG1185_T2,"ER+, Regimen C",Yes,,A,21,72,,0.05,14,KIANG1185_OS_-D.xml,Dio...,,,,,,,,,,,,
KIANG1185_T3,"ER?, Regimen A",Yes,,B,17,31.95,,,,KIANG1185_OS_?E.xml,Estrogen,,,,,,,,,,,,
KIANG1185_T4,"ER?, Regimen C",Yes,,B,24,35.84,,0.61,,KIANG1185_OS_?D.xml,Dio...,,,,,,,,,,,,
KIANG1185_T5,"ER-, Regimen B",Yes,,C,14,14.03,,0.41,,KIANG1185_OS_-E.xml,Estrogen,,,,,,,,,,,,
KIANG1185_T6,"ER-, Regimen C",Yes,,C,17,16.75,,,,KIANG1185_OS_-A.xml,Alone,,,,,,,,,,,,
KIM0814_T1,TSU-68 plus docetaxel,Yes,,,38,29,HR 0.8 p=0.42,,,,"Removed the CI due to asymmetry; it appear to have been a typo, and likely should have been [0.5, 1.3]",,,,,,,6.8,,,,,
KIM0814_T2,Docetaxel,Yes,,,39,26,,,,,,,,,,,,8.1,,,,,
KIM1017_T1,Ipatasertib plus paclitaxel,Yes,,,62,,,,,,,,,,,,,6.2,"HR 0.60 [0.37, 0.98] p=0.037",,KIM1017_PFS_I.xml,,
KIM1017_T2,Placebo plus paclitaxel,Yes,,,62,,,,,,,,,,,,,4.9,,,KIM1017_PFS_P.xml,,
KLEEB1297_T1,"Anastrozole, 1 mg once daily",Yes,,,29,,,,,,,,,,,,,,,,,,
KLEEB1297_T2,"Formestane, 250 mg every 2 weeks",Yes,,,31,,,,,,,,,,,,,,,,,,
KLEFS0180_T1,VAC with levamisole,Yes,,A,48,,,0.05,,KLEFS0180_OS_V_V.xml,,,,,,,,,,,,,
KLEFS0180_T2,VAC control,Yes,,A,53,,,,,KLEFS0180_OS_V_P.xml,,,,,,,,,,,,,
KLEFS0180_T3,CVMF with levamisole,Yes,,B,25,,,,,KLEFS0180_OS_CL.xml,,,,,,,,,,,,,
KLEFS0180_T4,CVMF,Yes,,B,19,,,,,KLEFS0180_OS_C_C.xml,,,,,,,,,,,,,
KLIJN0600_T1,LHRH-A,Yes,,,54,30,"HR 1.95 [1.23, 3.10]",,,,,,,,,,,6.3,,,,,
KLIJN0600_T2,TAM,Yes,,,54,34.8,"HR 1.63 [1.03, 2.59]",,,,,,,,,,,5.6,,,,,
KLIJN0600_T3,LHRH-A + TAM,Yes,,,53,44.4,,,,,,,,,,,,9.7,,,,,
KNIGH0179_T1,5-week schedule,Yes,,,20,7,,,,,,,,,,,,,,,,,
KNIGH0179_T2,3-week schedule,Yes,,,16,6.07,,,,,,,,,,,,,,,,,
KOLAR0285_T1,CAP,Yes,,,61,,,,20,,,,,,,,,,,,,,
KOLAR0285_T2,CMFVP,Yes,,,62,,,,34,,,,,,,,,,,,,,
KOLAR0289_T1,CAP,Yes,,,68,13,,0.1,58,KOLAR0289_OS_F.xml,,,,,,,,,,,,,
KOLAR0289_T2,FAC,Yes,,,74,9,,,68,KOLAR0289_OS_C.xml,,,,,,,,,,,,,
KOYAM0599_T1,Arm I,Yes,,,37,18.46,,,,KOYAM0599_OS_I.xml,,,,,,,,,,,,,
KOYAM0599_T2,Arm II,Yes,,,32,23.57,,0.4361,,KOYAM0599_OS_II.xml,,,,,,,,,,,,,
KROOK0485_T1,CFP,Yes,,,66,18.13,,0.08,49.5,KROOK0485_OS_C.xml,"\Over 75% of patients had died\""""",9.57,,,,,,,,,,,
KROOK0485_T2,CFP + tamoxifen,Yes,,,59,13.13,,,44.25,KROOK0485_OS_CT.xml,"\Over 75% of patients had died\""""",5.27,,,,,,,,,,,
KROP0316_T1,Group A,Yes,,,22,,,,,,,,,,,,,7.4,,,KROP0316_PFS_A.xml,,
KROP0316_T2,Group B,Yes,,,22,,,,,,,,,,,,,,,,KROP0316_PFS_B.xml,,
KROP0614_T1,Trastuzumab Emtansine,Yes,Yes,,404,22.7,,,,KROP0614_OS_T.xml,,,,,,,,6.2,,,KROP0614_PFS_T.xml,,
KROP0616_T1,Part 1: Pictilisib plus fulvestrant,Yes,,A,89,,,,,,,,,,,,,6.6,,,KROP0616_PFS_A_Pi.xml,,
KROP0616_T2,Part 1: Placebo plus fulvestrant,Yes,,A,79,,,,,,,,,,,,,5.1,,,KROP0616_PFS_A_P.xml,,
KROP0616_T3,Part 2: Pictilisib plus fulvestrant,Yes,,B,41,,,,,,,,,,,,,5.4,,,KROP0616_PFS_B_Pi.xml,,
KROP0616_T4,Part 2: Placebo plus fulvestrant,Yes,,B,20,,,,,,,,,,,,,10,,,KROP0616_PFS_B_P.xml,,
KUMAR0484_T1,Low Dose,Yes,,,24,,,,,,,,,,,,,,,,,,
KUMAR0484_T2,High Dose,Yes,,,26,,,,,,,,,,,,,,,,,,
KUMMA0616_T1,C Alone,Yes,,,18,,,,,,,,,,,,,1.9,,,KUMMA0616_PFS_A.xml,,
KUMMA0616_T2,V+C Combination,Yes,,,21,,,,,,,,,,,,,2.1,,,KUMMA0616_PFS_C.xml,,p=0.034
LALIS0711_T1,Dose-escalated epirubicin / paclitaxel,Yes,,,51,16,,,,,,,,,,,,6,,,,,
LALIS0711_T2,Dose-dense epirubicin / paclitaxel,Yes,,,55,14,,,,,,,,,,,,7,,,,,
LAM1214_T1,Paclitaxel and bevacizumab (AT) group,Yes,,,156,23.1,,,,,,,,,,,,8.4,,,,,
LAM1214_T2,Paclitaxel and bevacizumab plus capecitabine (ATX) group,Yes,,,156,24.2,"HR 0.92 [0.72, 1.19] p=0.53",,,,,,,,,,,11.2,,,,,
LANG0213_T1,Bevacizumab plus paclitaxel,Yes,Yes,,285,30.2,,,,LANG0213_OS_BP.xml,,,,,,,,10.9,,,LANG0213_PFS_BP.xml,,
LANG0213_T2,Bevacizumab plus capecitabine,Yes,Yes,,279,26.1,"HR 1.06 [0.80, 1.40]",,,LANG0213_OS_BC.xml,Weird confidence intervals from non-inferiority design; this one looks normal and is from the top of Figure 3,,,,,,,8.1,,,LANG0213_PFS_BC.xml,,
LANGR1105_T1,EP,Yes,Yes,,353,13,"HR 1.02 [0.87, 1.19] p=0.8",,,LANGR1105_OS_EP.xml,,,,,,,,7,,,LANGR1105_PFS_EP.xml,,
LANGR1105_T2,EC,Yes,Yes,,352,14,,,,LANGR1105_OS_EC.xml,,,,,,,,7.1,,,LANGR1105_PFS_EC.xml,,
LASAL0304_T1,Insulin + Methotrexate,Yes,,,10,,,,,,,,,,,,,,,,,,
LASAL0304_T2,Methotrexate,Yes,,,10,,,,,,,,,,,,,,,,,,
LASAL0304_T3,Insulin,Yes,,,10,,,,,,,,,,,,,,,,,,
LAWTO0293_T1,Doxorubicin,Yes,,,28,6.4,,,,LAWTO0293_OS_D.xml,,,,,,,,,,,,,
LAWTO0293_T2,Epirubicin,Yes,,,28,9.14,"HR 0.57 [0.33, 0.98]",,,LAWTO0293_OS_E.xml,HR computed from O and E,,,,,,,,,,,,
LAWTO0293_T3,Mitozantrone,Yes,,,31,7.77,"HR 0.75 [0.43, 1.31]",,,LAWTO0293_OS_M.xml,HR computed from O and E,,,,,,,,,,,,
LEE0186_T1,"No previous tamoxifen administrations, 5 mg twice a day",Yes,,,15,,,,,,,,,,,,,,,,,,
LEE0186_T2,"No previous tamoxifen administrations, 10 mg twice a day",Yes,,,19,,,,,,,,,,,,,,,,,,
LEE0186_T3,"No previous tamoxifen administrations, 20 mg twice a day",Yes,,,18,,,,,,,,,,,,,,,,,,
LEGHA1179_T1,HOM,Yes,,,27,,,,,,,,,,,,,,,,,,
LEGHA1179_T2,HMM,Yes,,,21,,,,,,,,,,,,,,,,,,
LEO1010_T1,Fulvestrant 500 mg,Yes,Yes,,361,26.4,"HR 0.84 [0.69, 1.03] p=0.091",,,LEO1010_OS_500.xml,,,,,,,,6.5,,,LEO1010_PFS_500.xml,,
LEO1010_T2,Fulvestrant 250 mg,Yes,Yes,,374,22.3,,,,LEO1010_OS_250.xml,,,,,,,,5.5,,,LEO1010_PFS_250.xml,,
LEONA0787_T1,VMP,Yes,,,59,11,,0.86,41.3,,70% have died,,,,,,,,,,,,
LEONA0787_T2,VAP,Yes,,,56,11,,,39.2,,70% have died,,,,,,,,,,,,
LIN0107_T1,Docetaxel arm,Yes,Yes,,50,22.7,,0.63,24,LIN0107_OS_D.xml,,9.8,,,LIN0107_TTP_D.xml,,,,,,,,
LIN0107_T2,Paclitaxel arm,Yes,Yes,,51,22.4,,,30,LIN0107_OS_P.xml,,6.5,,,LIN0107_TTP_P.xml,,,,,,,,
LIN1211_T1,Lapatinib + capecitabine,Yes,,,13,,,,,,,,,,,,,,,,,,
LIN1211_T2,Lapatinib + topotecan,Yes,,,9,,,,,,,,,,,,,,,,,,
LIPPM0184_T1,CAMF,Yes,,,53,17,,,40,,,12,,,LIPPM0184_TTP_C.xml,,,,,,,,
LIPPM0184_T2,CAMFTP,Yes,,,55,19,,0.291,38,,,16,,,LIPPM0184_TTP_CTP.xml,,,,,,,,
LIPTO0187_T1,Estrace,Yes,,,21,18.87,,0.19,,LIPTO0187_OS_S.xml,,,,,,,,,,,,,
LIPTO0187_T2,Placebo,Yes,,,14,14.09,,,,LIPTO0187_OS_P.xml,,,,,,,,,,,,,
LIPTO0882_T1,Tamoxifen,Yes,,,39,,,,,,,,,,,,,,,,,,
LIPTO0882_T2,Aminoglutethimide,Yes,,,36,,,,,,,,,,,,,,,,,,
LISSO0202_T1,Taxotere,Yes,,,16,,,,,,,,,,,,,,,,,,
LISSO0202_T2,Taxotere + bromocriptine,Yes,,,14,,,,,,,,,,,,,,,,,,
LLOMB0112_T1,Exemestane Arm,Yes,,,51,19.9,"HR 1.33 [0.78, 2.25] p=0.296",,,,,6.1,,,,,,,,,,,
LLOMB0112_T2,Anastrozole Arm,Yes,,,52,48.3,,,,,,12.1,,,,,,,,,,,
LLOMB0607_T1,P600,Yes,,,47,,,,,,,4.2,,,,,,4.2,,,,,
LLOMB0607_T2,P900,Yes,,,45,21.4,"HR 0.87 [0.44, 1.72] p=0.687",,,,,4.6,,,,,,4.1,,,,,
LLOYD0179_T1,AC,Yes,,,36,16.5,,,,LLOYD0179_OS_C.xml,,,,,,,,,,,,,
LLOYD0179_T2,AC + Cal,Yes,,,20,23.5,,0.05,,LLOYD0179_OS_CC.xml,,,,,,,,,,,,,
LOKIC1277_T1,MA,Yes,,,20,,,,,,,,,,,,,,,,,,
LOKIC1277_T2,MAC,Yes,,,20,,,,,,,,,,,,,,,,,,
LOPEZ0189_T1,FAC,Yes,,,46,16.44,,,,LOPEZ0189_OS_FAC.xml,,,,,,,,,,,,,
LOPEZ0189_T2,FEC,Yes,,,48,13.48,,,,LOPEZ0189_OS_FEC.xml,,,,,,,,,,,,,
